nome_empresarial,bairro,ano,lat,lng,tipo
PARRILA BUENOS AIRES RESTAURANTE,CENTRO,2007-10-09,-25.4325929,-49.2762394,Restaurante
NELBE CAFE & RESTAURANTE LTDA - ME,CENTRO,2011-01-24,-25.4338276,-49.2761818,Café
LANCHONETE E REST KINGBURGER,CENTRO,1985-10-21,-25.4309337,-49.2741168,Fastfood
QUINTANA CAFE & RESTAURANTE,BATEL,2008-03-19,-25.442059,-49.2870316,Café
RA CATERING LTDA,CENTRO,2008-06-16,-25.4412212,-49.27769,Restaurante
PIMENTA VERDE ALIMENTOS LTDA,CENTRO,2008-06-12,-25.4412212,-49.27769,Restaurante
RESTAURANTE D LUIGGI,TATUQUARA,2002-04-30,-25.5630736,-49.3391606,Restaurante
BENEDET & AGUIAR RESTAURANTE LTDA,CENTRO,2008-07-16,-25.4295996,-49.2637557,Restaurante
AMERICAN BAR,CENTRO,2005-10-13,-25.4305568,-49.2756145,Bar/Choperia
S M  ARGUELHO E CIA LTDA,CENTRO,1992-05-04,-25.4267067,-49.2673336,Lanchonete
SALDANHA MOREIRA,CENTRO,2003-03-23,-25.4313563,-49.2795614,Pizzaria
DILMAR SANDRO ALVES BORGES,CENTRO,2009-07-14,-25.4309231,-49.2630864,Restaurante
VOLARE PIZZARIA,TATUQUARA,2012-03-07,-25.5585221,-49.3390796,Pizzaria
CLAUDIO CUNHA 81585292915,CENTRO,2012-04-03,-25.4329248,-49.267989,Jogo
TEISHOKU HOUSE,CENTRO,2008-02-01,-25.4345844,-49.2749135,Restaurante
DURECK & RIBAS LTDA,CENTRO,2009-01-28,-25.4314083,-49.2816814,Lanchonete
QUEILA DOS SANTOS DAS DORES,TATUQUARA,1994-09-01,-25.5598145,-49.3332012,Bar/Choperia
SILVANA BASSANI,CENTRO,1993-04-02,-25.4312921,-49.2639394,Lanchonete
PRADO & CHIUMENTO LTDA,CENTRO,1997-12-02,-25.4326218,-49.2762751,Restaurante
SIRLEY BOLINA BREHM,CENTRO,1990-04-02,-25.4321206,-49.2741318,Bar/Choperia
PATHYO BATEL RESTAURANTE,BATEL,2008-09-30,-25.4412138,-49.2847645,Pizzaria
VITORIA PRATOS FINOS E LANCHES,CENTRO,2012-04-04,-25.4373331,-49.2687318,Lanchonete
FINO PORTO SERVICOS DE ALIMENTACAO LTDA ME,BATEL,2000-11-01,-25.4363777,-49.2821739,Pizzaria
CHEONG UO JO - RESTAURANTE,CENTRO,2009-07-27,-25.4314357,-49.2759575,Lanchonete
AOS DEMOCRATAS BAR E RESTAURANTE LTDA,BATEL,2011-03-28,-25.4402077,-49.2863283,Bar/Choperia
BECA BAR E RESTAURANTE LTDA,CENTRO,2008-03-04,-25.4412212,-49.27769,Pizzaria
STILO PIZZARIA,CENTRO,2005-03-02,-25.4300846,-49.2760625,Pizzaria
IT'S GRILL CURITIBA,CENTRO,1996-09-25,-25.4412212,-49.27769,Churrascaria/Grill
JULIANA DE FATIMA BACINELO RESTAURANTE,BATEL,2003-02-11,-25.4379853,-49.2889684,Cantina
FONTE DO SABOR - COMIDA ARTESANAL,CENTRO,2005-03-01,-25.4390093,-49.2721823,Lanchonete
VANILDO KRAUSE,CENTRO,1981-04-13,-25.4322501,-49.2661064,Bar/Choperia
RESTAURANTE E LANCHONETE DOM CABRAL,CENTRO,1990-12-15,-25.4300648,-49.2618678,Bar/Choperia
RAFAEL DE ALMEIDA SANTOS,CENTRO,2006-02-01,-25.4372172,-49.2748304,Lanchonete
ROTISSERIA BOA MESA LTDA,CENTRO,1998-04-27,-25.4293667,-49.2612037,Restaurante
FILE & FRITAS COMERCIO DE ALIMENTOS LTDA,CENTRO,2004-02-02,-25.4354894,-49.275683,Lanchonete
ADAIL DA SILVA OLIVEIRA,TATUQUARA,2006-07-31,-25.5567438,-49.3358732,Jogo
BEGE - COMERCIO DE ALIMENTACAO LT,CENTRO,1996-03-18,-25.4322176,-49.2743296,Lanchonete
CAESAR COMERCIO DE ALIMENTOS E BEBIDAS LTDA,CENTRO,1998-06-01,-25.4296069,-49.2691935,Restaurante
WALDEMAR ALVES PINTO & CIA LTDA,CENTRO,1989-05-30,-25.4377756,-49.2715644,Bar/Choperia
GUIOLLA HAMBURGUERIA  RESTAURANTE,BATEL,2012-05-17,-25.4388484,-49.2885965,Fastfood
V  BROWN & IRMAO LTDA,BATEL,1983-09-01,-25.4436942,-49.290399,Bar/Choperia
NICK & CIA,CENTRO,2005-06-23,-25.4294877,-49.2770553,Bar/Choperia
BELLO CAFFE,CENTRO,2011-07-06,-25.4301491,-49.2609502,Café
ATENA CYBER CAFE,CENTRO,2011-07-01,-25.431853,-49.2759434,Café
RESTAURANTE E LANC CURIO LTDA,TATUQUARA,1986-03-07,-25.4131985,-49.2216005,Lanchonete
MIIG - REFEICOES E LANCHES LTDA,CENTRO,2000-06-15,-25.4352558,-49.2785467,Lanchonete
ZICAFE RESTAURANTE LTDA,CENTRO,2003-11-14,-25.4349518,-49.2748771,Café
KIDELICIA,CENTRO,2008-10-22,-25.4328803,-49.2640546,Lanchonete
PIZZARIA AGUA NA BOCA,CENTRO,2010-08-19,-25.4321993,-49.2626426,Pizzaria
R & M LANCHES LTDA,BATEL,1997-06-02,-25.4431997,-49.2894563,Lanchonete
MARLENE JOMBRA,CENTRO,1996-06-20,-25.4263406,-49.2639206,Lanchonete
M. L. DA SILVA - LANCHONETE,TATUQUARA,2007-07-27,-25.5636193,-49.3293706,Jogo
SILVERIO TEIXEIRA & PODOLAK LTDA,CENTRO,1997-09-01,-25.4390525,-49.2708398,Lanchonete
ARTE & SABOR RESTAURANTE,CENTRO,1997-07-01,-25.4271811,-49.2684207,Bar/Choperia
X-YLLON RESTAURANTE,CENTRO,2003-10-15,-25.4279148,-49.2635207,Pizzaria
STILO RESTAURANTE,CENTRO,2005-02-10,-25.4333077,-49.2634387,Restaurante
HURRICANE LANC CONF LTDA,CENTRO,1990-04-09,-25.4311115,-49.278692,Pastelaria
EDNA NOBUKA IDA,CENTRO,1995-10-02,-25.43701,-49.2701011,Bar/Choperia
NHAC LANCHES LTDA,CENTRO,1982-03-01,-25.4375051,-49.2778729,Lanchonete
LANCHONETE LA NO CHINES LTDA,CENTRO,2000-02-07,-25.4333617,-49.2734806,Típico
ELEDIR TEREZINHA FRANCESCHI ME,CENTRO,2002-12-04,-25.4406982,-49.2750613,Típico
TROPICAL BANANA,CENTRO,2008-09-05,-25.4412212,-49.27769,Lanchonete
EIDE BUENO,TATUQUARA,1990-04-01,-25.5533732,-49.294166,Mercado/Mercearia
ROSELI DE FATIMA ROCHA 48717304920,TATUQUARA,2012-03-30,-25.5552009,-49.3300852,Jogo
MAX SUSHI CURITIBA,BATEL,2013-12-18,-25.441946,-49.2788422,Típico
RUBEN GUIMARAES FROTA CORDEIRO,CENTRO,1984-07-01,-25.4274417,-49.2644121,Restaurante
N G ARNALDO,CENTRO,1996-11-01,-25.4278313,-49.2709173,Lanchonete
BUONGIORNO CAFFETERIA,CENTRO,2009-05-20,-25.4289369,-49.2703895,Café
CLAUDIA ROBERTO 30336019874,BATEL,2012-04-17,-25.4451514,-49.2943274,Lanchonete
RESTAURANTE E CAFE DREAMS,CENTRO,2012-02-07,-25.4321467,-49.2598587,Café
BAR E LANCHONETE ROUVEST LTDA,CENTRO,1991-04-01,-25.4263406,-49.2639206,Bar/Choperia
PALMONARI & FIGUEIREDO LTDA,TATUQUARA,1994-10-01,-25.4131985,-49.2216005,Lanchonete
RUY ZEGHBI SANTIAGO,CENTRO,1995-11-27,-25.4324123,-49.2619089,Lanchonete
RICARDO GONÇALVES LAUFER 04437604970,CENTRO,2012-09-27,-25.4349518,-49.2748771,Lanchonete
BAR DO ZELAO & MERCEARIA MARCONDES,TATUQUARA,2009-06-10,-25.5610042,-49.3322723,Jogo
UAHAD COMERCIAL DE ALIMENTOS LTDA,BATEL,2007-10-19,-25.4432014,-49.2896615,Lanchonete
PAMIROSI COM DE ALIMENTOS LTDA,CENTRO,1991-07-01,-25.4302018,-49.2643015,Restaurante
VANESSA CRISTINA DE JESUS DA SILVA  - ME,CENTRO,2010-09-28,-25.43606,-49.2718695,Lanchonete
ROBERTO ROTTA,CENTRO,2004-03-18,-25.427517,-49.2660467,Restaurante
J A S  RESTAURANTE LTDA,CENTRO,1989-05-01,-25.4365132,-49.2692676,Lanchonete
VDM RESTAURANTE LTDA,CENTRO,2002-09-11,-25.4301085,-49.2733965,Restaurante
LEODORO & LIMA LTDA,CENTRO,1999-11-01,-25.4393888,-49.2748837,Bar/Choperia
DIAS E SANTOS LANCHES ARABES LTDA - ME,CENTRO,2012-09-06,-25.4314357,-49.2759575,Típico
TAIKHAN,CENTRO,2007-03-12,-25.4306466,-49.2680623,Padaria/Confeitaria
RESTAURANTE E PIZZARIA SCAVOLLO LTDA,BATEL,1984-09-01,-25.4386967,-49.2793732,Pizzaria
SANTOS CAPOTE COMERCIO DE ALIMENTOS LTDA ME,CENTRO,2011-02-09,-25.4285664,-49.2798816,Lanchonete
DOMINGUES E ZANELLA RESTAURANTE E LANCHONETE LTDA - SOCIED EMPRES LTDA,CENTRO,2006-10-18,-25.4384485,-49.2703105,Lanchonete
FERNANDES & MORITZ COMERCIO DE ALIMENTOS LTDA ME,CENTRO,2011-11-18,-25.4316283,-49.2765853,Lanchonete
MAIS BRASILEIRINHO,CENTRO,2008-09-23,-25.4318561,-49.2748973,Restaurante
AEP-RESTAURANTE LTDA,CENTRO,1986-09-01,-25.4310564,-49.265691,Restaurante
LANCHONETE E BUFFET VEROMAR LTDA,CENTRO,1998-05-04,-25.43306,-49.2732036,Lanchonete
PIZZARIA DON LORENZO,CENTRO,2008-01-02,-25.4279572,-49.2618874,Pizzaria
MARCELO DA SILVA FERREIRA E CIA LTDA -ME,BATEL,2010-11-05,-25.4376412,-49.286932,Mercado/Mercearia
JORGINA ANTUNES SHIGA,CENTRO,1997-01-02,-25.4345844,-49.2749135,Lanchonete
LANCHONETE E PASTELARIA ESU HUANG LTDA,CENTRO,2002-03-14,-25.4342684,-49.2715583,Pastelaria
TW RESTAURANTE,CENTRO,2012-05-09,-25.431054,-49.2806818,Restaurante
CLAUDIO KENGI YAMASHITA NAKASHIMA & CIA LTDA,BATEL,2000-06-09,-25.4459957,-49.292829,Lanchonete
LANCHONETE DO MARO LTDA,CENTRO,1999-11-23,-25.4345914,-49.2742561,Bar/Choperia
ARSENAL DIVERSOES ELETRONICAS LTDA,CENTRO,2003-05-15,-25.4331757,-49.2753068,Jogo
COM DE LANCHES BRASIL AMERICA LT,CENTRO,1984-04-02,-25.4444863,-49.2883261,Lanchonete
QUALIDEIA - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,CENTRO,1998-06-12,-25.4347319,-49.2752531,Lanchonete
SEMENTE DE PAPOULA LTDA,BATEL,2001-10-01,-25.4468557,-49.2907547,Mercado/Mercearia
Z 3 LANCHES LTDA,CENTRO,1997-05-25,-25.4390525,-49.2708398,Lanchonete
RESTAURANTE DA ESQUINA,TATUQUARA,2012-07-09,-25.5618293,-49.3125569,Restaurante
LANCHONETE E PASTELARIA COLMEIA LTDA,CENTRO,1982-06-01,-25.4312225,-49.2706005,Pastelaria
PAO DE QUEIJO,CENTRO,2008-06-23,-25.4323901,-49.2657708,Franquia
RESTAURANTE E PIZZARIA FORTAL LTD,CENTRO,1985-09-02,-25.4301849,-49.2663313,Pizzaria
PAULIN LISBOA E OLIVEIRA RESTAURANTE E LANCHONETE LTDA,CENTRO,2012-07-18,-25.430059,-49.2685549,Lanchonete
COSER E CAVAGNOLLO LTDA,CENTRO,1992-09-01,-25.4307367,-49.2689717,Lanchonete
MACDONALD S COMERCIO DE ALIMENTOS LTDA,CENTRO,2001-02-05,-25.4302563,-49.2695074,Franquia
MIGUEL HATSUO KIMURA - RESTAURANTE E LANCHONETE ME,CENTRO,2012-06-18,-25.4273796,-49.2684749,Lanchonete
W CAMPOS ALIMENTOS LTDA,CENTRO,2001-05-07,-25.4314691,-49.2695435,Lanchonete
TEMPEROS & SEGREDOS RESTAURANTE LTDA,CENTRO,2003-02-24,-25.4298488,-49.2668942,Restaurante
OLIVER CAFFE & BISTRO,CENTRO,2010-08-26,-25.4314683,-49.2611113,Café
CLUBE DO MALTE COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS LTDA,CENTRO,2007-11-16,-25.4358444,-49.2822385,Lanchonete
SOPEDINI,CENTRO,2006-10-19,-25.432328,-49.2759412,Restaurante
RESTAURANTE CHEF GURMET,CENTRO,2012-07-03,-25.4329333,-49.2788698,Restaurante
OLIVIERI COMERCIO DE ALIMENTOS LTDA ME,CENTRO,2008-12-11,-25.4381358,-49.2738095,Pizzaria
LANCHONETE E PIZZARIA DA FAMILIA,TATUQUARA,2004-02-06,-25.5647734,-49.3392573,Pizzaria
RESTAURANTE CLUBE SOCIAL LTDA.,CENTRO,2009-06-29,-25.4295979,-49.2589608,Churrascaria/Grill
PEDRO VALMIR DE MORAES,CENTRO,2009-03-27,-25.4317739,-49.2676173,Restaurante
EDER MARCOS GALDIOLI,CENTRO,2001-09-01,-25.4359952,-49.271971,Lanchonete
CHUANG FU JU & CIA LTDA,CENTRO,1997-07-01,-25.4302639,-49.2693052,Lanchonete
RESTAURANTE MARIENTAL II,TATUQUARA,2012-04-18,-25.4131985,-49.2216005,Lanchonete
RESTADIONE FLIS LTDA,CENTRO,2001-11-05,-25.4345923,-49.2763081,Bar/Choperia
LEONARDO RIBEIRO DE LIMA RESTAURANTE ME,CENTRO,2012-06-18,-25.4330786,-49.2594814,Restaurante
STEPHANSSON & CIA LTDA,CENTRO,1996-05-01,-25.4317349,-49.2576448,Bar/Choperia
TESTI COMERCIO DE ALIMENTOS LTDA,BATEL,2002-04-24,-25.446394,-49.2897537,Restaurante
NOTUBO COMERCIO DE ALIMENTOS LTDA - ME,CENTRO,2003-08-07,-25.4319614,-49.2773835,Restaurante
RESTAURANTE XIANG JI LTDA - ME,CENTRO,2012-08-02,-25.4375051,-49.2778729,Restaurante
RESTAURANTE YONXIN LTDA - ME,CENTRO,2012-06-20,-25.4352558,-49.2785467,Restaurante
BOM GOSTO GRILL,CENTRO,2009-05-06,-25.4305274,-49.2753149,Churrascaria/Grill
CLOCK COMERCIO E SERVICOS ALIMENTICIOS LTDA,CENTRO,2008-03-31,-25.4261364,-49.2628802,Pizzaria
O EQUILIBRISTA,CENTRO,2011-01-12,-25.4349518,-49.2748771,Restaurante
BAR TATUQUARA,TATUQUARA,2013-04-25,-25.5681829,-49.3310505,Bar/Choperia
ODETE RIBAS - ME,CENTRO,2012-06-13,-25.4292233,-49.2765734,Lanchonete
TERRA NOVA BRASIL,CENTRO,2012-06-11,-25.4301849,-49.2663313,Lanchonete
PONTO DA GULA,CENTRO,2012-04-16,-25.4311227,-49.2644187,Padaria/Confeitaria
CENTRAL GOURMET,CENTRO,2006-11-21,-25.4330232,-49.2699999,Gourmet
LEOX COMERCIO DE ALIMENTOS LTDA,BATEL,2009-08-19,-25.4460792,-49.2901081,Restaurante
ALEXANDRA REGINA PAZZINATTO ESPICH - ME,CENTRO,2012-06-21,-25.4314163,-49.2803832,Restaurante
"ARMAZEM COLONIA RESTAURANTE, CAFE BISTRO",BATEL,1995-05-02,-25.4374307,-49.2877342,Café
RESTAURANTE TERRA SECA,TATUQUARA,2012-08-29,-25.5635586,-49.3322881,Restaurante
AZO RESTAURANTE,CENTRO,2012-10-10,-25.4368281,-49.2679015,Restaurante
BAR DO NATAL,CENTRO,1990-05-31,-25.4325254,-49.2643536,Bar/Choperia
RESTAURANTE SABORES DA CIDADE,BATEL,2010-08-12,-25.4430438,-49.2894867,Restaurante
PAO DE QUEIJO,CENTRO,2012-05-28,-25.4349302,-49.2758749,Franquia
SOTON S BAR LTDA,CENTRO,2000-02-25,-25.4306871,-49.2762229,Bar/Choperia
LANCHONETE NOSSA SENHORA APARECIDA,CENTRO,2009-04-30,-25.4319038,-49.2653041,Bar/Choperia
SIMONE SAVIAN BERNARDES,CENTRO,2010-09-21,-25.433606,-49.2723723,Lanchonete
SUCOS DE FRUTAS SILVA LTDA,CENTRO,1982-01-22,-25.4302329,-49.2743786,Lanchonete
CENTER ITALIA ALIMENTOS LTDA,CENTRO,1993-06-15,-25.4301849,-49.2663313,Típico
PIZZARIA PULCINELLA LTDA,CENTRO,1998-11-20,-25.434377,-49.2674657,Pizzaria
CHOPPERIA CAMINHO DE CASA,TATUQUARA,2013-05-08,-25.5603395,-49.3307108,Bar/Choperia
BOMBONIERES VITORIA LTDA,CENTRO,1988-11-11,-25.4293572,-49.272523,Lanchonete
ATHENA CYBER CAFE,CENTRO,2008-10-02,-25.4320475,-49.2717497,Jogo
RESTAURANTE E LANCHONETE PIG BURGER LTDA,CENTRO,2001-05-15,-25.4310833,-49.2664009,Fastfood
R MUSSI BAR E CAFE LTDA,CENTRO,2003-06-01,-25.4319187,-49.2744865,Café
RAMOS & FLORIANI LTDA,CENTRO,1996-04-01,-25.4382382,-49.2772447,Lanchonete
RESTAURANTE WENLIVITA LTDA,CENTRO,2006-11-21,-25.4384186,-49.2691024,Restaurante
JOSE AUGUSTO FARINA & CIA LTDA,CENTRO,2002-08-05,-25.4302038,-49.2734433,Lanchonete
TOPO GIGIO,CENTRO,2009-09-28,-25.4279019,-49.2683262,Restaurante
RESTAURANTE FLORIANO,CENTRO,2000-11-08,-25.4368326,-49.2691609,Restaurante
C A R  COMERCIO DE ALIMENTOS LTDA,CENTRO,1991-03-01,-25.4315054,-49.267001,Pizzaria
OSVALDO MARSON & MARSON LTDA,CENTRO,1997-10-01,-25.4372783,-49.2743717,Lanchonete
LUGANA TRATTORIA,CENTRO,2009-03-16,-25.4300336,-49.2839341,Lanchonete
IEDA APARECIDA CAMARGO GODOY & CIA LTDA,CENTRO,2000-04-11,-25.4279995,-49.2645633,Bar/Choperia
RUBEN DECKERT - CONFEITARIA,CENTRO,1990-10-01,-25.4322526,-49.2776407,Padaria/Confeitaria
CAROL LANCHES,CENTRO,2001-01-31,-25.4269377,-49.2633225,Lanchonete
DOG STOP-COM PROD ALIM LTDA,CENTRO,1989-10-01,-25.4276611,-49.2653995,Cachorro Quente
RESTAUR BAR E LANC MACHU PICCHU L,CENTRO,1992-09-29,-25.4311116,-49.2631126,Bar/Choperia
195 PASTELARIA E LANCHONETE LTDA,CENTRO,1997-02-01,-25.4310089,-49.2662878,Pastelaria
CAFE METROPOLITAM,CENTRO,2004-10-20,-25.4349518,-49.2748771,Café
SABOR CASEIRO,CENTRO,2004-04-15,-25.4293681,-49.2696858,Restaurante
GLOBO RESTAURANTE,CENTRO,2005-11-21,-25.4322602,-49.2708772,Lanchonete
CANTINA BUONASERA,CENTRO,2005-07-12,-25.4381307,-49.2787014,Cantina
LANCHONETE E RESTAURANTE EDERLINE LTDA,TATUQUARA,1994-11-01,-25.4131985,-49.2216005,Lanchonete
KIMIKAWA LANCHES LTDA,CENTRO,1994-11-01,-25.4349518,-49.2748771,Lanchonete
LANCHONETE E RESTAURANTE DA FAMILIA,CENTRO,2005-04-12,-25.4359221,-49.2705707,Lanchonete
PASTELARIA ESTAÇÃO CENTRAL,CENTRO,2003-05-02,-25.4302088,-49.2676599,Pastelaria
TROPICAL BANANA,BATEL,2007-05-09,-25.4431516,-49.2908574,Lanchonete
PANDORA HAUSE,BATEL,2006-03-30,-25.4382656,-49.2807711,Bar/Choperia
NILCEIA DA SILVA,CENTRO,2007-09-13,-25.4313786,-49.2638519,Lanchonete
LANCHONETE TAOG LTDA,CENTRO,2001-09-20,-25.4321542,-49.2660893,Bar/Choperia
SLAINTE IRISH PUB,BATEL,2006-06-26,-25.4356016,-49.2851922,Restaurante
RESTAURANTE E LANCHONETE HE LTDA-ME,CENTRO,2011-09-19,-25.4356402,-49.2660716,Lanchonete
GENIVAL MIRANDA,TATUQUARA,1998-11-23,-25.5604881,-49.3350396,Lanchonete
LANCHONETE GIGABYTE LTDA,CENTRO,2009-10-06,-25.4317055,-49.2765558,Lanchonete
LANCHONETE POINT LTDA,CENTRO,2000-02-01,-25.4358204,-49.2711507,Bar/Choperia
DELICIOUS POINT LANCHONETE E PASTELARIA LTDA,CENTRO,1999-07-20,-25.4360956,-49.2716588,Pastelaria
VERA LUCIA PADILHA DE ALMEIDA,TATUQUARA,2006-08-31,-25.5582467,-49.3327717,Lanchonete
DANIEL ANTONIO DE OLIVEIRA 08055748918,TATUQUARA,2011-01-24,-25.5732809,-49.33328,Lanchonete
FABIANA DE PAULA,CENTRO,2000-11-01,-25.4323727,-49.2765728,Bar/Choperia
LANCHONETE CANTINA MINEIRA LTDA,CENTRO,2002-12-11,-25.4322743,-49.2625172,Cantina
RESTAURANTE LANCHONETE E PASTELARIA ANDA,CENTRO,1994-05-01,-25.4348567,-49.273917,Pastelaria
CAFE AVENIDA DAS FLORES,CENTRO,2004-04-06,-25.4319187,-49.2744865,Café
LUIZES BAR E RESTAURANTE LTDA - ME,BATEL,2013-04-10,-25.4360082,-49.2838364,Bar/Choperia
AMELI TERESINHA BARBIERI ZENARO,BATEL,1994-09-10,-25.4376476,-49.2809271,Bar/Choperia
LANCHONETE MAIONESE DOG LTDA,BATEL,1996-03-01,-25.4443855,-49.1766898,Cachorro Quente
COLD STONE CREAMERY DO BRASIL,BATEL,2014-02-26,-25.4431516,-49.2908574,Lanchonete
PAO DE QUEIJO,CENTRO,2009-04-22,-25.4372172,-49.2748304,Franquia
SNOOKER 66,CENTRO,2011-01-28,-25.4306871,-49.2762229,Bar/Choperia
RESTAURANTE E CONFEITARIA OLIVA,CENTRO,1997-08-19,-25.4346704,-49.2808258,Padaria/Confeitaria
G. J. RESTAURANTE LTDA,CENTRO,2010-02-25,-25.4263562,-49.2695989,Lanchonete
DELZA SILVA MACHADO,CENTRO,2000-10-01,-25.4299638,-49.2757322,Bar/Choperia
GOURMET FOOD SERVICE,CENTRO,2007-11-27,-25.4307602,-49.2581579,Gourmet
S.E.N.F.F. REPRESENTACAO COMERCIAL LTDA,CENTRO,2009-08-31,-25.4360769,-49.271577,Lanchonete
CAMP LANCHONETE LTDA. - EPP,BATEL,2013-07-04,-25.4431516,-49.2908574,Lanchonete
TXAPELA,CENTRO,2009-09-26,-25.4296617,-49.2748519,Bar/Choperia
CLAUDETE DE FATIMA ROCHA,CENTRO,1997-10-10,-25.4314184,-49.2641927,Lanchonete
J.G. CAVALHEIRO & CIA LTDA,CENTRO,2008-02-29,-25.4318244,-49.2608594,Lanchonete
BAR DO SIMAO,CENTRO,2006-01-17,-25.4357418,-49.2773141,Bar/Choperia
LANCHONETE MISTER XV LTDA,CENTRO,1991-06-19,-25.4314118,-49.2722269,Lanchonete
RESTAURANTE E LANCHONETE LONG FENG LTDA - ME,CENTRO,2003-06-16,-25.4276871,-49.2652202,Lanchonete
CHOPP & SPETO CENTRAL,CENTRO,2009-04-06,-25.4323003,-49.2766571,Bar/Choperia
JANILDA SILVA DE OLIVEIRA,CENTRO,2000-03-15,-25.4345844,-49.2749135,Restaurante
WING EXPRESS - COMERCIO DE ALIMENTOS LTDA,CENTRO,2008-02-14,-25.4314691,-49.2695435,Lanchonete
GERACAO - COMERCIO DE GENEROS ALIMENTICIOS LTDA,CENTRO,1994-06-06,-25.4396189,-49.2722371,Lanchonete
BANINY CAFE GOURMET,BATEL,2010-07-07,-25.4364872,-49.2858882,Gourmet
ABHARRAKA CONFEITARIA LTDA,CENTRO,2001-04-05,-25.4359952,-49.271971,Padaria/Confeitaria
BREAK TIME LANCHES LTDA,CENTRO,2002-03-25,-25.4323183,-49.2766007,Lanchonete
LANCHONETE E PASTELARIA FONK LTDA,CENTRO,1998-10-01,-25.435463,-49.2785375,Pastelaria
RONOEL ZANDI SALGADO,CENTRO,1980-02-01,-25.4309747,-49.2765725,Lanchonete
EFPL BAR E RESTAURANTE LTDA,BATEL,2006-06-13,-25.4363551,-49.2850505,Bar/Choperia
NUCLEO DE EDUCACAO PROFISSIONAL - CAFE DO PACO,CENTRO,2009-07-15,-25.4294875,-49.2700724,Café
PARCERIA,CENTRO,2006-11-09,-25.4274476,-49.2621729,Bar/Choperia
RESTAURANTE PROMENADE,CENTRO,2004-04-01,-25.4352778,-49.2608772,Hotel
SABOR CERTO COM DE ALIMENTOS LTDA,CENTRO,1986-08-01,-25.4301849,-49.2663313,Restaurante
FRIEND S AND FRIEND-BAR LANCH RES,CENTRO,1993-04-26,-25.4296069,-49.2691935,Bar/Choperia
MARGARETE DE F DA COSTA CESAR,CENTRO,1991-04-01,-25.4379785,-49.2686749,Lanchonete
NATALES SONHOS E LANCHES LTDA.,CENTRO,2003-05-22,-25.4343007,-49.2795046,Lanchonete
RESTAURANTE SERRES LTDA,BATEL,1985-02-12,-25.445329,-49.2948595,Bar/Choperia
AUREA BINKOSKI JACOMEL,CENTRO,1996-12-01,-25.4338668,-49.258983,Lanchonete
IRMAOS FENG LTDA,CENTRO,1994-06-20,-25.4282234,-49.2682918,Bar/Choperia
BARKILHA COMERCIO DE LANCHES E PETISCOS LTDA,CENTRO,1997-01-20,-25.4313563,-49.2795614,Bar/Choperia
BIFE GRELHADO RESTAURANTE LTDA,CENTRO,1993-08-02,-25.4354347,-49.2666422,Churrascaria/Grill
RODRIGUES  GODOY & SILVEIRA LTDA,CENTRO,1995-01-02,-25.4339924,-49.2788212,Bar/Choperia
F WOLF - COMERCIO DE ALIMENTOS LTDA,CENTRO,1998-12-22,-25.4334672,-49.2678687,Lanchonete
SALE & SALERO RESTAURANTES LTDA,CENTRO,2008-09-03,-25.4291489,-49.2662055,Restaurante
NOEL SNOOKER BAR LTDA,CENTRO,1999-06-04,-25.4338385,-49.2750351,Jogo
CHURRASCARIA BOI DO SUL,CENTRO,2011-04-07,-25.4314184,-49.2641927,Churrascaria/Grill
DELUNA PASTELARIA,CENTRO,2010-02-11,-25.4319047,-49.277317,Pastelaria
RESTAURANTE 24 HORAS,CENTRO,2010-08-02,-25.4306284,-49.2634036,Bar/Choperia
RESTAURANTE DA ZHAN LTDA - ME,CENTRO,2012-09-25,-25.431905,-49.2725614,Restaurante
LUCULOS IND E COM DE ALIMENT LTDA,BATEL,1991-04-05,-25.4442518,-49.2841815,Restaurante
FZV - LANCHONETE & MINIMERCADO,CENTRO,2012-10-16,-25.4341683,-49.2789385,Mercado/Mercearia
REGINA MARGUERITA,BATEL,2013-09-13,-25.4362505,-49.284065,Bar/Choperia
JUNQUEIRA FRANCO & CIA LTDA,CENTRO,1985-08-15,-25.4283945,-49.2689493,Lanchonete
ZÉ FIRINO,BATEL,2003-07-01,-25.4384433,-49.2838506,Pizzaria
GORRETTA COMERCIO DE LANCHES LTDA,CENTRO,1996-09-23,-25.4385605,-49.2696014,Padaria/Confeitaria
PULSE,CENTRO,2005-08-12,-25.4377622,-49.2753139,Bar/Choperia
BAR TATUQUARA,TATUQUARA,2008-02-29,-25.5608953,-49.3301164,Jogo
MADERO COMENDADOR,CENTRO,2011-03-11,-25.4346353,-49.2776272,Franquia
BAR E LANCHONETE CARVAO,TATUQUARA,2003-04-04,-25.5569533,-49.3391631,Bar/Choperia
KEBAB SHOP RESTAURANTE LTDA. ME.,BATEL,2008-05-20,-25.4407093,-49.2795287,Lanchonete
DIVINO APETITTO -REST DOCES SAL L,CENTRO,1994-10-05,-25.4344017,-49.2798537,Padaria/Confeitaria
QUIOSQUE CHOPP BRAHMA,CENTRO,2011-07-27,-25.4412212,-49.27769,Franquia
PASCAL FAST FOOD RESTAURANTE E LANCHONETE LTDA - EPP,CENTRO,2012-09-13,-25.4350682,-49.2801697,Fastfood
SABOR DA SERRA LANCHES LTDA,CENTRO,2008-08-21,-25.4322835,-49.2702589,Lanchonete
HEALTHLAND,BATEL,2013-06-11,-25.4385486,-49.2817057,Lanchonete
